"","snomed_concept_id","description","year","usage","prop_usage","snomed_code_description","name_lab"
"1","133906008","Postpartum care (regime/therapy)","2011",44870,0.0417044255766076,"133906008 - Postpartum care (regime/therapy)",NA
"2","133906008","Postpartum care (regime/therapy)","2012",50750,0.0461527268758924,"133906008 - Postpartum care (regime/therapy)",NA
"3","133906008","Postpartum care (regime/therapy)","2013",72710,0.0631371459335545,"133906008 - Postpartum care (regime/therapy)",NA
"4","133906008","Postpartum care (regime/therapy)","2014",93150,0.0735674486745618,"133906008 - Postpartum care (regime/therapy)",NA
"5","133906008","Postpartum care (regime/therapy)","2015",104420,0.0760953925194483,"133906008 - Postpartum care (regime/therapy)",NA
"6","133906008","Postpartum care (regime/therapy)","2016",124080,0.0791435050086587,"133906008 - Postpartum care (regime/therapy)",NA
"7","133906008","Postpartum care (regime/therapy)","2017",134140,0.0812324760341789,"133906008 - Postpartum care (regime/therapy)",NA
"8","133906008","Postpartum care (regime/therapy)","2018",147390,0.0855342189104964,"133906008 - Postpartum care (regime/therapy)",NA
"9","133906008","Postpartum care (regime/therapy)","2019",123420,0.0735187683729907,"133906008 - Postpartum care (regime/therapy)",NA
"10","133906008","Postpartum care (regime/therapy)","2020",125480,0.0665143571992727,"133906008 - Postpartum care (regime/therapy)",NA
"11","133906008","Postpartum care (regime/therapy)","2021",139240,0.0633316428521072,"133906008 - Postpartum care (regime/therapy)",NA
"12","133906008","Postpartum care (regime/therapy)","2022",154900,0.0617477113683157,"133906008 - Postpartum care (regime/therapy)",NA
"13","133906008","Postpartum care (regime/therapy)","2023",127390,0.0478499631894466,"133906008 - Postpartum care (regime/therapy)","133906008 - Postpartum care (regime/therapy)"
"14","169762003","Postnatal visit (regime/therapy)","2011",29030,0.0269819361374843,"169762003 - Postnatal visit (regime/therapy)",NA
"15","169762003","Postnatal visit (regime/therapy)","2012",25950,0.0235992761069834,"169762003 - Postnatal visit (regime/therapy)",NA
"16","169762003","Postnatal visit (regime/therapy)","2013",24960,0.0216738160156996,"169762003 - Postnatal visit (regime/therapy)",NA
"17","169762003","Postnatal visit (regime/therapy)","2014",25160,0.0198707139951903,"169762003 - Postnatal visit (regime/therapy)",NA
"18","169762003","Postnatal visit (regime/therapy)","2015",25230,0.0183861975987903,"169762003 - Postnatal visit (regime/therapy)",NA
"19","169762003","Postnatal visit (regime/therapy)","2016",31240,0.0199262016156552,"169762003 - Postnatal visit (regime/therapy)",NA
"20","169762003","Postnatal visit (regime/therapy)","2017",32160,0.0194754467665066,"169762003 - Postnatal visit (regime/therapy)",NA
"21","169762003","Postnatal visit (regime/therapy)","2018",33630,0.0195163564825293,"169762003 - Postnatal visit (regime/therapy)",NA
"22","169762003","Postnatal visit (regime/therapy)","2019",31710,0.0188889980968039,"169762003 - Postnatal visit (regime/therapy)",NA
"23","169762003","Postnatal visit (regime/therapy)","2020",28110,0.0149005306094322,"169762003 - Postnatal visit (regime/therapy)",NA
"24","169762003","Postnatal visit (regime/therapy)","2021",29930,0.0136133012824157,"169762003 - Postnatal visit (regime/therapy)",NA
"25","169762003","Postnatal visit (regime/therapy)","2022",32770,0.0130630890996753,"169762003 - Postnatal visit (regime/therapy)",NA
"26","169762003","Postnatal visit (regime/therapy)","2023",31670,0.0118958186216326,"169762003 - Postnatal visit (regime/therapy)","169762003 - Postnatal visit (regime/therapy)"
"27","169784003","Postnatal examination normal (finding)","2011",13110,0.0121850906910926,"169784003 - Postnatal examination normal (finding)",NA
"28","169784003","Postnatal examination normal (finding)","2012",13250,0.0120497267212921,"169784003 - Postnatal examination normal (finding)",NA
"29","169784003","Postnatal examination normal (finding)","2013",13630,0.0118355012938296,"169784003 - Postnatal examination normal (finding)",NA
"30","169784003","Postnatal examination normal (finding)","2014",14330,0.0113174615083894,"169784003 - Postnatal examination normal (finding)",NA
"31","169784003","Postnatal examination normal (finding)","2015",15770,0.011492284428574,"169784003 - Postnatal examination normal (finding)",NA
"32","169784003","Postnatal examination normal (finding)","2016",20870,0.0133117742547607,"169784003 - Postnatal examination normal (finding)",NA
"33","169784003","Postnatal examination normal (finding)","2017",27580,0.0167018912257541,"169784003 - Postnatal examination normal (finding)",NA
"34","169784003","Postnatal examination normal (finding)","2018",34450,0.0199922236343483,"169784003 - Postnatal examination normal (finding)",NA
"35","169784003","Postnatal examination normal (finding)","2019",43250,0.0257631399459719,"169784003 - Postnatal examination normal (finding)",NA
"36","169784003","Postnatal examination normal (finding)","2020",64450,0.0341636142930597,"169784003 - Postnatal examination normal (finding)",NA
"37","169784003","Postnatal examination normal (finding)","2021",90250,0.0410491293263622,"169784003 - Postnatal examination normal (finding)",NA
"38","169784003","Postnatal examination normal (finding)","2022",89380,0.0356295057591999,"169784003 - Postnatal examination normal (finding)",NA
"39","169784003","Postnatal examination normal (finding)","2023",87290,0.0327876857430473,"169784003 - Postnatal examination normal (finding)","169784003 - Postnatal examination normal (finding)"
"40","170114005","Child examination - 6 weeks (procedure)","2011",222760,0.207044302238581,"170114005 - Child examination - 6 weeks (procedure)",NA
"41","170114005","Child examination - 6 weeks (procedure)","2012",201900,0.183610552832368,"170114005 - Child examination - 6 weeks (procedure)",NA
"42","170114005","Child examination - 6 weeks (procedure)","2013",191380,0.166183289626787,"170114005 - Child examination - 6 weeks (procedure)",NA
"43","170114005","Child examination - 6 weeks (procedure)","2014",208370,0.164565209665254,"170114005 - Child examination - 6 weeks (procedure)",NA
"44","170114005","Child examination - 6 weeks (procedure)","2015",227470,0.165767275774745,"170114005 - Child examination - 6 weeks (procedure)",NA
"45","170114005","Child examination - 6 weeks (procedure)","2016",235400,0.150148138934867,"170114005 - Child examination - 6 weeks (procedure)",NA
"46","170114005","Child examination - 6 weeks (procedure)","2017",222270,0.134602224900231,"170114005 - Child examination - 6 weeks (procedure)",NA
"47","170114005","Child examination - 6 weeks (procedure)","2018",221460,0.128518950538832,"170114005 - Child examination - 6 weeks (procedure)",NA
"48","170114005","Child examination - 6 weeks (procedure)","2019",204470,0.121798594791974,"170114005 - Child examination - 6 weeks (procedure)",NA
"49","170114005","Child examination - 6 weeks (procedure)","2020",209780,0.111200046646983,"170114005 - Child examination - 6 weeks (procedure)",NA
"50","170114005","Child examination - 6 weeks (procedure)","2021",221890,0.100924003393091,"170114005 - Child examination - 6 weeks (procedure)",NA
"51","170114005","Child examination - 6 weeks (procedure)","2022",226110,0.0901341188992245,"170114005 - Child examination - 6 weeks (procedure)",NA
"52","170114005","Child examination - 6 weeks (procedure)","2023",233240,0.0876091169974608,"170114005 - Child examination - 6 weeks (procedure)","170114005 - Child examination - 6 weeks (procedure)"
"53","170118008","Child 6 week examination normal (finding)","2011",87260,0.0811038149278979,"170118008 - Child 6 week examination normal (finding)",NA
"54","170118008","Child 6 week examination normal (finding)","2012",112010,0.101863387928447,"170118008 - Child 6 week examination normal (finding)",NA
"55","170118008","Child 6 week examination normal (finding)","2013",149630,0.129930011635783,"170118008 - Child 6 week examination normal (finding)",NA
"56","170118008","Child 6 week examination normal (finding)","2014",175200,0.138368405880657,"170118008 - Child 6 week examination normal (finding)",NA
"57","170118008","Child 6 week examination normal (finding)","2015",201850,0.147096868224963,"170118008 - Child 6 week examination normal (finding)",NA
"58","170118008","Child 6 week examination normal (finding)","2016",226340,0.144369285329302,"170118008 - Child 6 week examination normal (finding)",NA
"59","170118008","Child 6 week examination normal (finding)","2017",241260,0.146102185537543,"170118008 - Child 6 week examination normal (finding)",NA
"60","170118008","Child 6 week examination normal (finding)","2018",250610,0.145435447460204,"170118008 - Child 6 week examination normal (finding)",NA
"61","170118008","Child 6 week examination normal (finding)","2019",238280,0.141938519915056,"170118008 - Child 6 week examination normal (finding)",NA
"62","170118008","Child 6 week examination normal (finding)","2020",260240,0.137947850793264,"170118008 - Child 6 week examination normal (finding)",NA
"63","170118008","Child 6 week examination normal (finding)","2021",297370,0.135255175487871,"170118008 - Child 6 week examination normal (finding)",NA
"64","170118008","Child 6 week examination normal (finding)","2022",312940,0.124747119403491,"170118008 - Child 6 week examination normal (finding)",NA
"65","170118008","Child 6 week examination normal (finding)","2023",321260,0.120671003801253,"170118008 - Child 6 week examination normal (finding)","170118008 - Child 6 week examination normal (finding)"
"66","170300004","Child 8 week examination (procedure)","2011",57970,0.0538802217667917,"170300004 - Child 8 week examination (procedure)",NA
"67","170300004","Child 8 week examination (procedure)","2012",59780,0.0543647293131201,"170300004 - Child 8 week examination (procedure)",NA
"68","170300004","Child 8 week examination (procedure)","2013",56070,0.0486879352564214,"170300004 - Child 8 week examination (procedure)",NA
"69","170300004","Child 8 week examination (procedure)","2014",62480,0.0493450799053851,"170300004 - Child 8 week examination (procedure)",NA
"70","170300004","Child 8 week examination (procedure)","2015",70130,0.0511067791360746,"170300004 - Child 8 week examination (procedure)",NA
"71","170300004","Child 8 week examination (procedure)","2016",77790,0.0496177728451286,"170300004 - Child 8 week examination (procedure)",NA
"72","170300004","Child 8 week examination (procedure)","2017",79090,0.0478953073620338,"170300004 - Child 8 week examination (procedure)",NA
"73","170300004","Child 8 week examination (procedure)","2018",81770,0.0474532402490758,"170300004 - Child 8 week examination (procedure)",NA
"74","170300004","Child 8 week examination (procedure)","2019",87410,0.0520683482699977,"170300004 - Child 8 week examination (procedure)",NA
