"","snomed_concept_id","description","year","usage","prop_usage","snomed_code_description","name_lab"
"1","169811007","Birth detail (observable entity)","2011",92480,0.053302747270165,"169811007 - Birth detail (observable entity)",NA
"2","169811007","Birth detail (observable entity)","2012",91500,0.0510626899155373,"169811007 - Birth detail (observable entity)",NA
"3","169811007","Birth detail (observable entity)","2013",95150,0.0485848358123599,"169811007 - Birth detail (observable entity)",NA
"4","169811007","Birth detail (observable entity)","2014",90420,0.0411462895757727,"169811007 - Birth detail (observable entity)",NA
"5","169811007","Birth detail (observable entity)","2015",76780,0.0330591322731275,"169811007 - Birth detail (observable entity)",NA
"6","169811007","Birth detail (observable entity)","2016",77810,0.0291938760770424,"169811007 - Birth detail (observable entity)",NA
"7","169811007","Birth detail (observable entity)","2017",76590,0.026547706321848,"169811007 - Birth detail (observable entity)",NA
"8","169811007","Birth detail (observable entity)","2018",73670,0.0274591951216785,"169811007 - Birth detail (observable entity)",NA
"9","169811007","Birth detail (observable entity)","2019",78600,0.0303612056411584,"169811007 - Birth detail (observable entity)",NA
"10","169811007","Birth detail (observable entity)","2020",77800,0.0283152602146937,"169811007 - Birth detail (observable entity)",NA
"11","169811007","Birth detail (observable entity)","2021",77720,0.0262865066883128,"169811007 - Birth detail (observable entity)",NA
"12","169811007","Birth detail (observable entity)","2022",81090,0.0257578621196792,"169811007 - Birth detail (observable entity)",NA
"13","169811007","Birth detail (observable entity)","2023",78190,0.0235809651337079,"169811007 - Birth detail (observable entity)","169811007 - Birth detail (observable entity)"
"14","169826009","Single live birth (finding)","2011",117520,0.0677350655189208,"169826009 - Single live birth (finding)",NA
"15","169826009","Single live birth (finding)","2012",124810,0.0696517412935323,"169826009 - Single live birth (finding)",NA
"16","169826009","Single live birth (finding)","2013",136150,0.0695199726311382,"169826009 - Single live birth (finding)",NA
"17","169826009","Single live birth (finding)","2014",147730,0.0672256288324365,"169826009 - Single live birth (finding)",NA
"18","169826009","Single live birth (finding)","2015",162530,0.0699804736695938,"169826009 - Single live birth (finding)",NA
"19","169826009","Single live birth (finding)","2016",188950,0.0708929814260014,"169826009 - Single live birth (finding)",NA
"20","169826009","Single live birth (finding)","2017",211570,0.0733346158312233,"169826009 - Single live birth (finding)",NA
"21","169826009","Single live birth (finding)","2018",219580,0.0818445780482987,"169826009 - Single live birth (finding)",NA
"22","169826009","Single live birth (finding)","2019",225320,0.0870354561713206,"169826009 - Single live birth (finding)",NA
"23","169826009","Single live birth (finding)","2020",234840,0.0854698677226051,"169826009 - Single live birth (finding)",NA
"24","169826009","Single live birth (finding)","2021",254020,0.0859148022254917,"169826009 - Single live birth (finding)",NA
"25","169826009","Single live birth (finding)","2022",273370,0.0868347116494847,"169826009 - Single live birth (finding)",NA
"26","169826009","Single live birth (finding)","2023",292350,0.0881685018140364,"169826009 - Single live birth (finding)","169826009 - Single live birth (finding)"
"27","169838000","Baby male (finding)","2011",59810,0.0344727218234058,"169838000 - Baby male (finding)",NA
"28","169838000","Baby male (finding)","2012",58430,0.0326075734619109,"169838000 - Baby male (finding)",NA
"29","169838000","Baby male (finding)","2013",60270,0.0307746511236041,"169838000 - Baby male (finding)",NA
"30","169838000","Baby male (finding)","2014",63530,0.0289097962480518,"169838000 - Baby male (finding)",NA
"31","169838000","Baby male (finding)","2015",71520,0.0307943362877583,"169838000 - Baby male (finding)",NA
"32","169838000","Baby male (finding)","2016",76650,0.0287586505758296,"169838000 - Baby male (finding)",NA
"33","169838000","Baby male (finding)","2017",78340,0.0271542931616866,"169838000 - Baby male (finding)",NA
"34","169838000","Baby male (finding)","2018",77560,0.0289091241161583,"169838000 - Baby male (finding)",NA
"35","169838000","Baby male (finding)","2019",79320,0.0306393235554285,"169838000 - Baby male (finding)",NA
"36","169838000","Baby male (finding)","2020",81690,0.0297310232254284,"169838000 - Baby male (finding)",NA
"37","169838000","Baby male (finding)","2021",85630,0.028961831802885,"169838000 - Baby male (finding)",NA
"38","169838000","Baby male (finding)","2022",88600,0.0281433787619137,"169838000 - Baby male (finding)",NA
"39","169838000","Baby male (finding)","2023",92250,0.0278212563446036,"169838000 - Baby male (finding)","169838000 - Baby male (finding)"
"40","169839008","Baby female (finding)","2011",57660,0.0332335251686604,"169839008 - Baby female (finding)",NA
"41","169839008","Baby female (finding)","2012",56550,0.0315584165543566,"169839008 - Baby female (finding)",NA
"42","169839008","Baby female (finding)","2013",57390,0.0293040854153582,"169839008 - Baby female (finding)",NA
"43","169839008","Baby female (finding)","2014",60700,0.0276219838227096,"169839008 - Baby female (finding)",NA
"44","169839008","Baby female (finding)","2015",68510,0.029498321855066,"169839008 - Baby female (finding)",NA
"45","169839008","Baby female (finding)","2016",73440,0.0275542765595424,"169839008 - Baby female (finding)",NA
"46","169839008","Baby female (finding)","2017",74770,0.025916856008416,"169839008 - Baby female (finding)",NA
"47","169839008","Baby female (finding)","2018",73460,0.0273809213199199,"169839008 - Baby female (finding)",NA
"48","169839008","Baby female (finding)","2019",74690,0.0288508708567191,"169839008 - Baby female (finding)",NA
"49","169839008","Baby female (finding)","2020",77560,0.0282279123682731,"169839008 - Baby female (finding)",NA
"50","169839008","Baby female (finding)","2021",81520,0.0275717450492957,"169839008 - Baby female (finding)",NA
"51","169839008","Baby female (finding)","2022",84110,0.0267171511023088,"169839008 - Baby female (finding)",NA
"52","169839008","Baby female (finding)","2023",87610,0.0264218999279211,"169839008 - Baby female (finding)","169839008 - Baby female (finding)"
"53","169876006","Birth head circumference (observable entity)","2011",17140,0.00987899100573777,"169876006 - Birth head circumference (observable entity)",NA
"54","169876006","Birth head circumference (observable entity)","2012",22730,0.0126847534620783,"169876006 - Birth head circumference (observable entity)",NA
"55","169876006","Birth head circumference (observable entity)","2013",30030,0.0153337111870223,"169876006 - Birth head circumference (observable entity)",NA
"56","169876006","Birth head circumference (observable entity)","2014",34850,0.0158587501848671,"169876006 - Birth head circumference (observable entity)",NA
"57","169876006","Birth head circumference (observable entity)","2015",38790,0.0167017939681508,"169876006 - Birth head circumference (observable entity)",NA
"58","169876006","Birth head circumference (observable entity)","2016",45900,0.017221422849714,"169876006 - Birth head circumference (observable entity)",NA
"59","169876006","Birth head circumference (observable entity)","2017",49010,0.0169878977259926,"169876006 - Birth head circumference (observable entity)",NA
"60","169876006","Birth head circumference (observable entity)","2018",53630,0.0199896380395767,"169876006 - Birth head circumference (observable entity)",NA
"61","169876006","Birth head circumference (observable entity)","2019",57360,0.0221567271701889,"169876006 - Birth head circumference (observable entity)",NA
"62","169876006","Birth head circumference (observable entity)","2020",66600,0.0242390273817301,"169876006 - Birth head circumference (observable entity)",NA
"63","169876006","Birth head circumference (observable entity)","2021",74910,0.0253361067424281,"169876006 - Birth head circumference (observable entity)",NA
"64","169876006","Birth head circumference (observable entity)","2022",81720,0.0259579786955258,"169876006 - Birth head circumference (observable entity)",NA
